Combustion Engineering	Aida Lauro	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Florida Power & Light Company - Sarasota Steam Electric Station	Sarasota	FL	1900-01-01	1982-12-31
A. P. Green Industries	Swift & Company	Bartow	FL	1900-01-01	1982-12-31
ACandS, Inc.	Florida Power & Light Company - Riviera Beach Station	Riviera Beach	FL	1900-01-01	1982-12-31
Combustion Engineering	Corsa Const Company	Jay	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	All Steel	Tampa	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Palm Beach Resource Recovery Company	West Palm Beach	FL	1900-01-01	1982-12-31
Combustion Engineering	Ponce	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Longbranch Pumping Station	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Fla. Wire Cable	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Foods	Plymouth	FL	1900-01-01	1982-12-31
A. P. Green Industries	Tampa Tank & Welding	Tampa	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Hialeah Hospital	Hialeah	FL	1900-01-01	1982-12-31
Combustion Engineering	Florida Power & Light Company - Miami Beach Steam Station	Miami Beach	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Us Sugar Company	Belle Glade	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Minute Maid Company	Plymouth	FL	1900-01-01	1982-12-31
Combustion Engineering	John Miller	Jacksonville	FL	1900-01-01	1982-12-31
ACandS, Inc.	Pensacola Naval Air Station - Supply Officer	Pensacola	FL	1900-01-01	1982-12-31
A. P. Green Industries	Occidental Company	White Springs	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Bucyrus Erie Company	Tampa	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	W.R. Grace & Company	Bartow	FL	1900-01-01	1982-12-31
Combustion Engineering	Baham	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Power & Light - Cape Canaveral Power Plant	Cocoa	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Blue Ribbon Homes	West Palm Beach	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Halliday House Product	Orlando	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Department Of Electric & Water Utilities - Kennedy Generating Station	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Gulf Power Company - Crist Steam Plant	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	Hawaiian Forester	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	American Cyanamid Company - Santa Rosa Plant	Pace	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Key West Desalting Plant	Key West	FL	1900-01-01	1982-12-31
Owens Corning	Beautyrest Siding	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Buckeye Cellulose Company	Perry	FL	1900-01-01	1982-12-31
Owens Corning	New National Linen Service	Orlando	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Alton Box Board And Paper Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Glades Sugar House	Belle Glade	FL	1900-01-01	1982-12-31
United States Gypsum Co./ USG Corp.	Desoto Square Mall, Sears, Roebuck & Company	Bradenton	FL	1900-01-01	1982-12-31
G-I Holdings	U S Sugar Company	Canal Point	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Us Federal Building	Miami	FL	1900-01-01	1982-12-31
Armstrong World Industries	Southern Bell Telephone Company - 22 S Ridgewood Avenue Facility	Ormond Beach	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Macdill Air Force Base	Tampa	FL	1900-01-01	1982-12-31
A. P. Green Industries	Thatcher Glass Mfg Company	Tampa	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Street Francis Hospital	Miami	FL	1900-01-01	1982-12-31
A. P. Green Industries	Monsanto Company	Gonzalez	FL	1900-01-01	1982-12-31
Keene Corp.	City Of Tallahassee Electric Department	Tallahassee	FL	1900-01-01	1982-12-31
Turner & Newall	Ringling Museum	Sarasota	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Air Systems	Hialeah	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Chamipon Paper	Pensacola	FL	1900-01-01	1982-12-31
ACandS, Inc.	Alton Box Board Company	Jacksonville	FL	1900-01-01	1982-12-31
United States Mineral Products	Bizarre International, Rt. #1	Riviera Beach	FL	1900-01-01	1982-12-31
Owens Corning	Cape Kennedy Air Force Station - G M Control Facility #3	Cocoa	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Deerhaven Power	Gainesville	FL	1900-01-01	1982-12-31
Combustion Engineering	John White	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Woolco Store, Normandy Blvd.	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Us Agrochemical Phosphate Mine	Fort Meade	FL	1900-01-01	1982-12-31
Armstrong World Industries	Veterans Administration Hospital	Gainesville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Monsanto Company	Pensacola	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Street Regis Paper	Cantonment	FL	1900-01-01	1982-12-31
Combustion Engineering	Thomas Sully	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Seaboard Air Line Railroad Company	Tampa	FL	1900-01-01	1982-12-31
Combustion Engineering	Great Atlantic Boiler Service	Jacksonville	FL	1900-01-01	1982-12-31
Plibrico Co.	Atlantic Sugar Association	Belle Glade	FL	1900-01-01	1982-12-31
Owens Corning	Memorial Hospital	Hollywood	FL	1900-01-01	1982-12-31
Owens Corning	Florida Power And Light Company - Lauderdale Power Plant	Fort Lauderdale	FL	1900-01-01	1982-12-31
Armstrong World Industries	Escambia Memorial Hospital	Century	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Jacksonville Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Armstrong Contracting & Supply Company, 107 Watts Street	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Talisman Sugar Company	Belle Glade	FL	1900-01-01	1982-12-31
Combustion Engineering	Plymouth Citrus Products	Plymouth	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Breakers Hotel	Palm Beach	FL	1900-01-01	1982-12-31
Combustion Engineering	Florida Power & Light Company - Palatka Steam Station	East Palatka	FL	1900-01-01	1982-12-31
Armstrong World Industries	Evaporators	Fernandina Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Mulberry Wrecking Company	Mulberry	FL	1900-01-01	1982-12-31
United States Gypsum Co./ USG Corp.	Barnett Bank	Tampa	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Wood Cellulose Products Company	Chattahoochee	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	National Airlines	Miami	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Jacksonville Development Center	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Us Navy Yard	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	Rayonier	Fernandina Beach	FL	1900-01-01	1982-12-31
A. P. Green Industries	Porter Heating And Plumbing	Gainesville	FL	1900-01-01	1982-12-31
A. P. Green Industries	International Minerals And	Bartow	FL	1900-01-01	1982-12-31
Owens Corning	Department Of Electric & Water Utilities - Northside Generating Station	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Nasa Launch Complex 39	Merritt Island	FL	1900-01-01	1982-12-31
Armstrong World Industries	Street Regis Paper Company	Cantonment	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Tradewinds Restaurant	Stuart	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Itt Rayonier	Fernandina Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Escambia Chemical Company	Pace	FL	1900-01-01	1982-12-31
Pittsburgh Corning	Gulf Power - Crist Steam Plant	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	Oakridge Pumping Station	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida River Company	Piney Point	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Countryside Mall - Jc Penney	Clearwater	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Okellanta Company	South Bay	FL	1900-01-01	1982-12-31
A. P. Green Industries	Alton Box Board	Jacksonville	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	I.A. Krusen - Macdill Air Force Base	Tampa	FL	1900-01-01	1982-12-31
Keene Corp.	Buckeye Cellulose Plant	Foley	FL	1900-01-01	1982-12-31
Plibrico Co.	B & W Canning Company	Groveland	FL	1900-01-01	1982-12-31
Raymark Corp./Raytech Corp.	Big Bend Powerplant	Tampa	FL	1900-01-01	1982-12-31
North American Refractories Co. (NARCO)	Florida Power & Light Company	Indiantown	FL	1900-01-01	1982-12-31
United States Mineral Products	Burdines Department Store	Pompano Beach	FL	1900-01-01	1982-12-31
A. P. Green Industries	Monsanto Company	Pensacola	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Eastern Airlines	Miami	FL	1900-01-01	1982-12-31
ACandS, Inc.	Cecil Field Naval Air Station - Solar Engery	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Itt Raynier Paper Mill	Fernandina Beach	FL	1900-01-01	1982-12-31
Owens Corning	Diplomat Hotel	Hallandale	FL	1900-01-01	1982-12-31
Plibrico Co.	Conserv	Nichols	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Buckeye Paper	Perry	FL	1900-01-01	1982-12-31
Owens Corning	Chemstrand Company	Gonzalez	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Sunland Training Center	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Harbor House North	Miami	FL	1900-01-01	1982-12-31
Owens Corning	Us Steel - Armor Plant	Fort Meade	FL	1900-01-01	1982-12-31
G-I Holdings	Armstrong Contracting & Supply	Tampa	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Independent Ice Fuel Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Davidson Chemical Company	Ridgewood	FL	1900-01-01	1982-12-31
Owens Corning	T & H Insulation	Hialeah	FL	1900-01-01	1982-12-31
Armstrong World Industries	Walt Disney World, Employees Service Building	Orlando	FL	1900-01-01	1982-12-31
Plibrico Co.	Gould Brewing Company	West Palm Beach	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Petrochemical Development Company	Dania	FL	1900-01-01	1982-12-31
A. P. Green Industries	International Minerals	Bartow	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	National Linen Service Company	Orlando	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	American Cyanamid / Sterling / Cytek	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Jacksonville International Airport	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Barr Pls	Orlando	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Suwanee River Power Plant	Ellaville	FL	1900-01-01	1982-12-31
ACandS, Inc.	Port Saint Joe Paper Company	Port Saint Joe	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Street Regis Paper Mill	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Newport Industries	Telogia	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	West Palm Beach Senior High School	West Palm Beach	FL	1900-01-01	1982-12-31
Armstrong World Industries	Ashland Chemical Company	Bartow	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Maxwell House Coffee Plant	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Hoosier State	Jacksonville	FL	1900-01-01	1982-12-31
Plibrico Co.	Gulf & Western Foods Products; Okeelanta Sugar Div Plant	South Bay	FL	1900-01-01	1982-12-31
Owens Corning	Hudson Paper Mill	Palatka	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Northside Generating Station Power Plant	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	University Of West Florida, P.E. Building	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Reichhold Chemical	Pensacola	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Buckeye Cellulose Company	Foley	FL	1900-01-01	1982-12-31
Combustion Engineering	T.J. Stevenson	Jacksonville	FL	1900-01-01	1982-12-31
G-I Holdings	Big Bend Insulators	Tallahassee	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Countryside Mall	Clearwater	FL	1900-01-01	1982-12-31
Armstrong World Industries	University Of Florida, Department Of Agriculture Building	Gainesville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Air Operational Training Station	Melbourne	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Power Company - Crystal River Power Plant	Crystal River	FL	1900-01-01	1982-12-31
A. P. Green Industries	Adams Engineering Company	Ojus	FL	1900-01-01	1982-12-31
Combustion Engineering	Frederick Tresca	Jacksonville	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	First United Methodist Church	Vero Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Thomas O'Connor And Company	Plymouth	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Deland Electric Light, Power And Ice Company - Power Plant	Deland	FL	1900-01-01	1982-12-31
Combustion Engineering	Propus	Jacksonville	FL	1900-01-01	1982-12-31
Burns & Roe Enterprises, Inc.	Avon Park Power Station	Avon Park	FL	1900-01-01	1982-12-31
Combustion Engineering	Florida Power & Light Company - Riviera Steam Station	Riviera Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Csx Transportation	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	American Can Company	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Pensacola Shipyard	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	Components Rework Facility	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Miami High School	Miami	FL	1900-01-01	1982-12-31
Owens Corning	Bel Glads Cugar House	Belle Glade	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Va Hospital	Miami	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Arvah B Hopkins Generating Station	Tallahassee	FL	1900-01-01	1982-12-31
ACandS, Inc.	Monsanto Company - Area 405 - Tank 46-B	Gonzalez	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Container Company Of America	Fernandina Beach	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Florida Power & Light Company	Miami	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Jacksonville Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Foley Florida Paper Mill	Perry	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida State Prison Farm	Raiford	FL	1900-01-01	1982-12-31
Keene Corp.	Jackson Memorial Hospital	Miami	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Container Company Of America	Fernandina Beach	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Konsler Steel Company	Clermont	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	United States Engineers, Jacksonville Oil Depot	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	H.F. Dutton And Company	Gainesville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Tampa Spring Company	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Alton Box Company	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Kraft Company Of America	Fernandina Beach	FL	1900-01-01	1982-12-31
ACandS, Inc.	E.E. Saunders & Company, Box 192	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Miami Airport	Miami	FL	1900-01-01	1982-12-31
Armstrong World Industries	Hall'S Pensacola Wholesale Florists	Pensacola	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	International Business Machines (Ibm) - Manufacturing Plant	Boca Raton	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Riviera Beach Power Plant	Riviera Beach	FL	1900-01-01	1982-12-31
North American Refractories Co. (NARCO)	Black & Veatch	Vero Beach	FL	1900-01-01	1982-12-31
A. P. Green Industries	Gibbs Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Bonnie Mine	Bartow	FL	1900-01-01	1982-12-31
Pittsburgh Corning	Halifax District Hospital	Daytona Beach	FL	1900-01-01	1982-12-31
ACandS, Inc.	Municipal Power Plant - Saint Lucie County	Fort Pierce	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	U.S. Sugar Company	Clewiston	FL	1900-01-01	1982-12-31
Armstrong World Industries	Big Star Colonial Store, Sunshine Shopping Center	Gainesville	FL	1900-01-01	1982-12-31
Owens Corning	Georgia Pacific	Palatka	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Anheuser-Busch	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Merrill-Stevens Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Negley D Cochran	Jacksonville	FL	1900-01-01	1982-12-31
United States Mineral Products	Lincoln Memorial School	Palmetto	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Deerhaven Generating Station	Gainesville	FL	1900-01-01	1982-12-31
ACandS, Inc.	Jacksonville Naval Air Station, Plating & Cleaning Facility	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Buckeye Paper	Perry	FL	1900-01-01	1982-12-31
United States Mineral Products	Shook & Fletcher Insulation Company	Pensacola	FL	1900-01-01	1982-12-31
Turner & Newall	Jacksonville Shipyards	Jacksonville	FL	1900-01-01	1982-12-31
Turner & Newall	Prudential Insurance Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Mayport Navy Station	Jacksonville	FL	1900-01-01	1982-12-31
G-I Holdings	Great Barrier Insulation Company	Tallahassee	FL	1900-01-01	1982-12-31
Armstrong World Industries	Fpl	Lake Monroe	FL	1900-01-01	1982-12-31
Armstrong World Industries	Petree School	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Big Bend Powerhouse	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Alger Sullivan Lumber Company	Century	FL	1900-01-01	1982-12-31
G-I Holdings	Stone & Webster Engr Company	East Tampa	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Dry Ice Plant	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Horace Irvine	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Raymond Clapper	Jacksonville	FL	1900-01-01	1982-12-31
ACandS, Inc.	University Of Florida - Bio-Chemistry Laboratory	Gainesville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Delchamps Store	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Seaboard Air Line Railway Company	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Tampa Ship Repair & Dry Dock	Tampa	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Wakulla Springs	Jacksonville	FL	1900-01-01	1982-12-31
Plibrico Co.	Binker Portland Cement Company	Miami	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Sheraton Motor Hotel - Riverplace Boulevard	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Woodland Plaza	Eustis	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Glidden-Durkee Division Of Scm Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Florida Keys Electric Cooperative Association - Marathon Generating Plant	Marathon	FL	1900-01-01	1982-12-31
A. P. Green Industries	Florida Power & Light	Riviera Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Buckeye Paper	Perry	FL	1900-01-01	1982-12-31
Keene Corp.	Buckeye Cellulose Plant	Perry	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	W.R. Grace - Vermiculite Exfoliation Facility - Northwest 1St Court	Boca Raton	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Rio Pinar Country Club	Orlando	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Power Company - Inglis Plant	Inglis	FL	1900-01-01	1982-12-31
A. P. Green Industries	Street Regis Paper Company	Cantonment	FL	1900-01-01	1982-12-31
Turner & Newall	Independent Life Ins.Company	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Norwood Pumping Station	Jacksonville	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	River Oaks Station	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Baptist Hospital	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Naval Communications Training Center, Building 514	Pensacola	FL	1900-01-01	1982-12-31
Burns & Roe Enterprises, Inc.	Clewiston Power Plant	Clewiston	FL	1900-01-01	1982-12-31
Turner & Newall	Buckeye Cellulose Company - Digester & Heat	Foley	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	County Courthouse	West Palm Beach	FL	1900-01-01	1982-12-31
Owens Corning	P M Hess Roofing And Sheet Metal	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	National Cork Company, P.O. Box 1347	Pensacola	FL	1900-01-01	1982-12-31
A. P. Green Industries	Rinker Material Company	West Palm Beach	FL	1900-01-01	1982-12-31
Armstrong World Industries	United States Gypsum Company, Plant	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Monsanto Chemical Company	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	International Minerals & Chemical - Bonnie Mine - Polk County	Mulberry	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Virginia Carolina Chemical Company	Nichols	FL	1900-01-01	1982-12-31
Plibrico Co.	Monsanto Textiles Company	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	Gulf Life Insurance Building	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Orlando Utilities Commission - Power Plant	Orlando	FL	1900-01-01	1982-12-31
Owens Corning	Hudson Pulp & Paper Company	Palatka	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Florida International Engineering Services	Miami	FL	1900-01-01	1982-12-31
Burns & Roe Enterprises, Inc.	Putnam Power Plant (Seminole Electric Coop)	Palatka	FL	1900-01-01	1982-12-31
Owens Corning	Commercial Building	Tampa	FL	1900-01-01	1982-12-31
Plibrico Co.	Glades County Sugar Growers Company-Op	Moore Haven	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Texas Company	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Jefferson Smurfit Company	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Nitram Chemicals	Tampa	FL	1900-01-01	1982-12-31
Shook & Fletcher Insulation Co.	Amer Cyanamid	Pace	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Power Plant	Lake Worth	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Dadeland Mall - Burdine'S	Miami	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Eden Roc Hotel	Miami Beach	FL	1900-01-01	1982-12-31
Burns & Roe Enterprises, Inc.	Northside Generating Station	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	State Department Of Agriculture, Lab & Testing Complex	Tallahassee	FL	1900-01-01	1982-12-31
Armstrong World Industries	Ashland Chemical Company, Southern Pace Blvd. Plant	Pensacola	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Commodore House Condominium	Clearwater Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Fellsmere Sugar Producers Association	Fellsmere	FL	1900-01-01	1982-12-31
Armstrong World Industries	Belmont Building	Pensacola	FL	1900-01-01	1982-12-31
Keene Corp.	Tampa Electric Company - Hookers Point Station	Tampa	FL	1900-01-01	1982-12-31
United States Mineral Products	Blackburn Insulation Service	Tallahassee	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Colonial Plaza - Jordan Marsh Department Store	Orlando	FL	1900-01-01	1982-12-31
Owens Corning	National Container	Jacksonville	FL	1900-01-01	1982-12-31
ACandS, Inc.	T.T. Todd, P.O. Box 677	Pensacola	FL	1900-01-01	1982-12-31
